annotation.is_fraud,annotation.fraud_type,annotation.fraud_labels.transaction_upi_fraud,annotation.fraud_labels.transaction_card_fraud,annotation.fraud_labels.transaction_bank_transfer,annotation.fraud_labels.commerce_nondelivery,annotation.fraud_labels.commerce_fake_seller,annotation.fraud_labels.credential_phishing,annotation.fraud_labels.social_authority_scam,annotation.fraud_labels.social_urgency_scam,annotation.fraud_labels.meta_victim_story,annotation.fraud_labels.meta_fraud_question,annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.amount_mentioned,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,annotation.key_features.amount_normalized,annotation.key_features.has_amount
1,transaction,0,0,0,0,0,0,1,1,0,0,unknown,email,sent_money,payment,elon_musk,2500,unknown,1.0,1.0,1.0,1.0,0.0,2500.0,1
1,commerce,0,0,0,0,0,0,0,0,0,0,card,phone,sent_money,payment,company,125,EUR,0.8,1.0,0.0,1.0,0.0,125.0,1
1,commerce,0,0,0,1,0,0,0,0,0,0,gift_card,email,clicked_link,compensation,store,0,unknown,0.5,1.0,0.0,0.0,1.0,0.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,none,140,unknown,0.8,1.0,1.0,0.0,0.0,140.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,none,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,website,clicked_link,commerce,brand,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,1,0,upi,email,sent_money,payment,individual,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,received_money,payment,professor,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,none,payment,unknown,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
0,none,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,transaction,bank,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,1,0,0,0,0,card,email,shared_credentials,transaction,paypal,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,social_media,clicked_link,payment,company,unknown,unknown,0.95,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,1,1,0,0,upi,email,sent_money,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,credential,0,0,0,0,0,1,0,0,0,0,unknown,email,clicked_link,phishing,google,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,1,0,0,0,0,0,unknown,phone,none,none,individual,1000,unknown,0.8,1.0,0.0,0.0,0.0,1000.0,1
1,transaction,0,1,1,0,0,0,0,0,0,0,bank,phone,sent_money,payment,company,14.99,GBP,0.8,1.0,1.0,1.0,0.0,14.99,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,sent_money,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,none,information,company,unknown,unknown,0.5,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,crypto,unknown,sent_money,payment,none,100000,USD,0.5,1.0,1.0,0.0,0.0,100000.0,1
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,social_media,sent_money,payment,company,100,GBP,1.0,1.0,1.0,1.0,0.0,100.0,1
1,commerce,0,1,0,0,1,0,0,0,0,0,upi | card,email,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,meta,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,social_media,sent_money,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,1,0,0,0,0,1,0,0,upi | card | bank,sms | email | phone,sent_money,payment,bank,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,0,1,0,0,0,1,0,bank,phone,sent_money,complaint,company,30000,INR,0.8,1.0,1.0,1.0,0.0,30000.0,1
1,transaction,1,1,1,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank_|_government_|_company_|_individual_|_none_|_unknown,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,sent_money,payment,unknown,$800,USD,1.0,1.0,1.0,0.0,0.0,800.0,1
1,pig_butchering,0,0,0,0,0,0,0,0,1,0,unknown,website,none,none,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,phone,installed_app,replacement,none,₹46k,INR,0.0,1.0,1.0,0.0,0.0,46.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,unknown,phone,none,none,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,website,clicked_link,payment,none,"$850,000",USD,1.0,1.0,1.0,0.0,0.0,850000.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,telegram,sent_money,payment,individual,30,USD,1.0,1.0,0.0,0.0,0.0,30.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,website,clicked_link,payment,company,98,USD,0.5,1.0,0.0,1.0,0.0,98.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,social_media,none,none,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,website,sent_money,investment,company,50000,USD,1.0,1.0,1.0,1.0,0.0,50000.0,1
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,website,sent_money,transaction,company,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,70000,INR,1.0,1.0,1.0,1.0,0.0,70000.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,none,police_officer,4 lakh,INR,1.0,1.0,1.0,1.0,0.0,400000.0,1
1,transaction,0,0,0,0,0,1,0,0,0,0,bank,sms,shared_credentials,verification,company,unknown,unknown,0.5,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,0,0,0,0,0,0,0,card,website,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,1,0,0,0,0,bank,email,sent_money,transaction,paypal,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,unknown,sent_money,payment,none,194572,INR,0.8,1.0,1.0,0.0,0.0,194572.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,recovery,scammer,$some number,USD,0.9,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,unknown,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,app,installed_app,payment,sharekhan,2300000,INR,1.0,1.0,1.0,0.0,0.0,2300000.0,1
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,email,none,information,bank,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,email,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,1,0,0,0,0,0,0,0,0,card,delivery,received,none,ulta_beauty,unknown,unknown,0.5,1.0,1.0,0.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,social_media,sent_money,commerce,company,$20,USD,0.5,1.0,0.0,0.0,0.0,20.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,unknown,$175,USD,0.8,1.0,0.0,0.0,0.0,175.0,1
0,none,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,none,law_enforcement,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,website,clicked_link,commerce,company,unknown,unknown,0.0,0.0,0.0,1.0,0.0,,0
0,none,0,0,0,0,0,0,0,0,0,0,unknown,website,clicked_link,commerce,none,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,clicked_link,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,social_media,sent_money,payment,individual,2500000,unknown,1.0,1.0,1.0,0.0,0.0,2500000.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,sent_money,transaction,bank,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,commerce,0,1,0,1,0,0,0,0,0,0,card,website,sent_money,payment,company,263.9,EUR,1.0,1.0,1.0,1.0,0.0,263.9,1
1,transaction,0,1,0,0,0,0,0,0,0,0,crypto,website,sent_money,payment,unknown,1500,unknown,0.9,1.0,1.0,0.0,0.0,1500.0,1
1,transaction,0,0,0,0,0,0,0,1,0,0,unknown,sms,sent_money,payment,none,unknown,unknown,1.0,1.0,0.0,0.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,website,sent_money,payment,unknown,20,INR,1.0,1.0,1.0,0.0,0.0,20.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,sent_money,payment,unknown,unknown,unknown,0.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,bank,email,none,payment,government,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,gave_money,payment,unknown,$350 Canadian,CAD,1.0,1.0,1.0,0.0,0.0,350.0,1
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,1.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,card,phone,sent_money,payment,company,$1,USD,0.5,1.0,0.0,0.0,0.0,1.0,1
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,phone,none,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,opened_wallet,payment,none,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,bank,mail,sent_money,payment,township,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,website,clicked_link,commerce,company,unknown,GBP,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,shared_credentials,transaction,company,unknown,unknown,0.5,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,installed_app,none,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,holded_coin,none,crypto_team,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,sent_money,payment,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,82000,unknown,1.0,1.0,1.0,1.0,0.0,82000.0,1
1,social_engineering,0,0,1,0,0,0,1,1,0,0,bank,email,clicked_link,transaction,google,$140k,USD,1.0,1.0,1.0,1.0,0.0,140.0,1
1,commerce,0,1,0,0,1,0,0,0,0,0,crypto,website,sent_money,investment,company,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,social_media,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,crypto,sms,clicked_link,transaction,unknown,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,discussion,unknown,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,1,1,1,0,unknown,"email,_phone",shared_credentials,none,ipo_capital_alerts,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,0,1,0,0,0,0,0,unknown,none,none,none,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,none,police_officer,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,"$3,800",USD,0.5,1.0,1.0,1.0,0.0,3800.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,blocked,none,scammers,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,none,$400,USD,1.0,1.0,0.0,0.0,0.0,400.0,1
1,meta,0,0,0,0,0,0,1,1,1,0,unknown,sms | email | phone | social_media | website | app | unknown | none,installed_app,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,website,clicked_link,transaction,company,$5000-$50000,USD,1.0,1.0,0.0,1.0,0.0,5000.0,1
1,social_engineering,0,0,0,0,0,1,0,1,0,0,unknown,email,clicked_link,credential,company,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,1,0,bank,website,sent_money,payment,none,39.99,unknown,0.5,1.0,1.0,0.0,0.0,39.99,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,email,sent_money,payment,paypal,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,sent_money,payment,none,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,clicked_link,none,none,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,1,0,bank,phone,physically_went_to_bank,transaction,none,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,withdrawal_request,transaction,none,USDC,USD,0.9,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,sms,sent_money,payment,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,commerce,0,0,0,0,0,0,0,0,0,0,unknown,email,sent_money,payment,none,265,unknown,0.8,1.0,0.0,0.0,0.0,265.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,telegram,sent_money,payment,unknown,"$10,000",USD,1.0,1.0,1.0,0.0,0.0,10000.0,1
1,commerce,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,sent_money,recovery,individual,$655,USD,0.9,1.0,1.0,0.0,0.0,655.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,sent_money,payment,company,unknown,unknown,0.5,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,3500,unknown,1.0,1.0,1.0,1.0,0.0,3500.0,1
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,sms,changed_password,login,instagram,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,1,0,0,0,0,0,1,0,bank,email,withdrew_admission,refund,company,18500,INR,0.7,1.0,0.0,0.0,0.0,18500.0,1
1,transaction,0,1,1,0,0,0,0,0,0,0,bank,email,cashed_check,payment,individual,"$3,000",USD,1.0,1.0,1.0,0.0,0.0,3000.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,none,individual,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,0,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,unknown,unknown,0.5,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,upi,phone,sent_money,payment,company,"$350, $250, $226",USD,1.0,1.0,1.0,1.0,0.0,350.0,1
1,commerce,0,0,1,1,0,0,0,0,0,0,bank,phone,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,crypto,video_conference,investment,training,businesswoman,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,crypto,website,deposited_money,transaction,none,30000,unknown,1.0,1.0,1.0,0.0,0.0,30000.0,1
1,transaction,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,transaction,individual,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,1,1,0,0,bank,email,sent_money,payment,company,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,1,1,0,0,bank,phone,sent_money,payment,sheriff's_department,2250,unknown,1.0,1.0,1.0,1.0,0.0,2250.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,upi,app,sent_money,payment,unknown,unknown,unknown,0.0,1.0,0.0,0.0,1.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,invested,payment,company,300,USD,1.0,1.0,1.0,1.0,0.0,300.0,1
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,unknown,sent_money,payment,company,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,1,0,0,card,sms,sent_money,transaction,bank,100,USD,0.9,1.0,0.0,1.0,0.0,100.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,clicked_link,transaction,unknown,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,1,0,crypto,website,sent_money,payment,individual,$500,USD,1.0,1.0,1.0,0.0,0.0,500.0,1
1,commerce,0,1,0,0,0,0,0,0,0,0,card,website,sent_money,payment,company,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,app,installed_app,transaction,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,sms,sent_money,payment,unknown,unknown,unknown,0.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,sent_money,payment,company,$550,USD,0.8,1.0,1.0,1.0,0.0,550.0,1
1,transaction,1,0,0,0,0,0,0,1,0,0,crypto,email,sent_money,recovery,company,10000,GBP,1.0,1.0,1.0,0.0,0.0,10000.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,none,government,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,email,clicked_link,none,unknown,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,individual,$4 million,USD,0.8,1.0,1.0,0.0,0.0,4000000.0,1
1,social_engineering,0,1,0,0,0,0,1,1,0,0,card,phone,shared_credentials,verification,bank,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,sms,sent_money,payment,none,$8k,USD,0.5,1.0,0.0,0.0,0.0,8.0,1
1,commerce,0,1,0,1,1,0,0,0,0,0,card,phone,sent_money,payment,company,14000,INR,0.8,1.0,1.0,1.0,0.0,14000.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,social_media,sent_money,payment,none,unknown,unknown,0.9,1.0,0.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,none,none,none,"president_of_the_united_states,_speaker_of_the_house,_senators",unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,1,0,card,phone,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,1,0,0,unknown,sms,none,none,unknown,unknown,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,phone,none,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,social_media,clicked_link,none,company,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,unknown,$200,USD,0.8,1.0,0.0,0.0,0.0,200.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,unknown,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,sent_money,payment,company,450,INR,1.0,1.0,1.0,1.0,0.0,450.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,email,sent_money,payment,bank,10000,unknown,0.9,1.0,1.0,1.0,0.0,10000.0,1
0,none,0,0,0,0,0,0,0,0,0,0,upi,unknown,none,none,none,unknown,unknown,0.0,0.0,0.0,0.0,0.0,,0
1,transaction,0,0,0,0,0,0,0,1,0,0,unknown,social_media,installed_app,commerce,none,unknown,unknown,0.8,1.0,0.0,0.0,0.0,,0
1,meta,0,0,0,0,0,0,0,0,0,0,unknown,none,none,none,none,unknown,unknown,0.0,0.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,unknown,sent_money,payment,none,$300,USD,1.0,1.0,1.0,0.0,0.0,300.0,1
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,sms,none,none,individual,unknown,unknown,1.0,1.0,0.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,sent_money,payment,company,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,website,installed_app,none,unknown,unknown,unknown,0.8,1.0,1.0,0.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,1.0,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,email,none,none,microsoft,unknown,unknown,1.0,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,sms,none,credential,apple,unknown,unknown,0.5,1.0,1.0,1.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,card,email,sent_money,payment,company,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,1,0,0,0,0,unknown,email,shared_credentials,credential,company,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,commerce,0,0,1,0,0,0,0,0,1,0,bank,phone,sent_money,payment,company,15000,INR,0.8,1.0,1.0,1.0,0.0,15000.0,1
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,sent_money,payment,company,unknown,unknown,0.0,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,3000,unknown,0.8,1.0,1.0,1.0,0.0,3000.0,1
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,payment,unknown,unknown,unknown,0.9,1.0,1.0,0.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,sent_money,recovery,individual,$655,USD,0.9,1.0,1.0,0.0,0.0,655.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,unknown,social_media,clicked_link,none,company,unknown,unknown,0.9,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,clicked_link,transaction,bank,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,social_media,sent_money,payment,individual,$30,USD,0.5,1.0,0.0,0.0,0.0,30.0,1
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,bank,unknown,unknown,0.8,1.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,telegram,none,payment,unknown,150,INR,0.8,1.0,0.0,0.0,0.0,150.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,none,transfer,bank,700000,unknown,1.0,1.0,0.0,1.0,0.0,700000.0,1
1,transaction,0,0,0,0,0,0,0,0,0,0,card,email,received,unknown,bank,unknown,unknown,0.0,0.0,0.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,shared_credentials,verification,bank,unknown,unknown,0.9,1.0,1.0,1.0,0.0,,0
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,transfer,exchange,$19k,USD,0.8,1.0,1.0,1.0,0.0,19.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,1000,INR,0.5,1.0,0.0,1.0,0.0,1000.0,1
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,none,none,unknown,unknown,unknown,0.8,1.0,1.0,1.0,0.0,,0
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,sms,none,none,individual,none,unknown,1.0,1.0,1.0,0.0,0.0,,0
1,transaction,0,1,0,0,0,0,0,0,0,0,bank,email,sent_money,payment,unknown,3000,USD,1.0,1.0,1.0,0.0,0.0,3000.0,1
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,phone,sent_money,payment,none,11000,unknown,0.8,1.0,0.0,0.0,0.0,11000.0,1
